Snacks,Versele Laga Bizcochos de Miel para Pájaros Prestige Biscuits,52,SnacksAve\Ver.jpg,Deliciosos snacks para todo tipo de pájaros. Estos bizcochos elaborados a base de huevo son los favoritos de la mayoría de pájaros por su originalidad y sabor.,,,,
Snacks,Vitakraft Barritas Periquitos todas,45,SnacksAve\V.jpg,Barritas energéticas elaboradas con semillas de alta calidad y cocidas al horno con una galleta sobre una barrita de madera. Las barritas Vitakraft son una alternativa sana a otros alimentos de pájaro.,,,,
Snacks,Versele Laga Barritas para Ninfas y Agapornis Prestige Exellence Fruit & Veggies,91,SnacksAve\Lag.jpg,Snack para agapornis y ninfas en forma de barritas elaborados a base de frutas y verduras.,,,,
Higiene y Limpieza,Kiki Insecticida Antiparasitario para pajaros 200 ml,175.55,higieneAve\Kiki.jpg,"Excelente antiparásito de uso exterior. - Inofensivo para el pájaro. - Aplicar exteriormente sobre las zonas infectadas, repitiendo si fuera necesario cada 7 dias.",,,,
Higiene y Limpieza,Anillas Palomas 8Mm 100unidades,148.51,higieneAve\anillas.jpg,Anillas Para Palomas 8 Mm. Dimensiones: Ø 8 mm. Material: Plástico Nº de unidades por caja: 100,,,,
Higiene y Limpieza,Zerobackter-Labanda,175.55,higieneAve\Zero.jpg,ZeroBakter es un producto ideal para limpiar las jaulas de nuestras mascotas. ZeroBakter 009001L esta disponible en una fragancia deliciosa de lavanda.,,,,
Higiene y Limpieza,Bird Bath Indoor Souple,56.11,higieneAve\BirdBath.jpg,Este baño interior permitirá que su ave se bañe y tenga una buena higiene. MATERIAL: Plástico COLORES PRINCIPALES: blanco y amarillo PAÍS DE FABRICACIÓN: Francia,,,,
Higiene y Limpieza,Desinfectante Zotal 5000ml,172.96,higieneAve\Zotal.jpg,"ZOTAL es un desinfectante, fungicida y desodorizante indicado para la desinfección en general de todo tipo de recintos y viviendas.",,,,
Higiene y Limpieza,Happy Shower 500ml,134.53,higieneAve\hapsho.jpg,Aves de vida libre y mantener limpia sus plumas despues de una ducha tibia lluvia con gotas de hojas y hierbas.,,,,
Jaulas,Jaula Pajaro 631 28x30x20,236.16,jaulas\jaula631.jpg,Medidas jaula: 28 x 20 x 30 cm. Medidas de la puerta: 9 cm de ancho por 11.5 cm de alto Otros: Pintura apoxi sin plomo. Accesorios plástico polipropileno. Apta para todo tipo de pájaros. Fabricado en Europa (Spain),,,,
Jaulas,Jaula para pajaro 641 39x25.5x45 cm,481.55,jaulas\jaula641,"Medidas jaula: 39 x 25,5 x 45 cm Colores: Blanco / 641B Medidas de la caja: 400 x 270 x 370 mm Otros: Pintura apoxi sin plomo. Accesorios de plástico polipropileno. Apta para todo tipo de pájaros excepto exoticos.",,,,
Jaulas,Jaula Pajaro 716 blanca 31.5x40,434.27,jaulas\jaula716.jpg,"Esta jaula es perfecta para pájaros pequeños y medianos. Fabricado en España, con pintura epoxi sin plomo y plástico polipropileno, no tóxico. Jaula con bandeja extraíble, fácil de limpiar. Pies opcionales.",,,,
Jaulas,Jaula Vercelli 30x23x39cm,743.37,jaulas\JaulaVer.jpg,Jaula ideal para aves pequeñas. Incluye: -Bebedero -Comedero -Palos para apoyarse -Bandeja Extraible Medidas: 30 x 23 x 39 cm,,,,
Jaulas,"Kit Jaula Ana 3,31 kg",447.36,jaulas\kitjaula.jpg,Una jaula de líneas sencillas para aprovechar al máximo el espacio. Dispone de una bandeja inferior extraíble para fácil limpieza y desinfección. El Kit contiene: 1 Jaula surtida. 1 Bolsa de alimento de 1kg. para canarios 1 Bolsa de Grit de Ostras de 800gr. 2 Barritas de pimiento de 60gr. 1 Bloque mineral corazón con lavanda 1 Juguete percha con reloj.,,,,
Jaulas,Jaula para pajaros 22 Desmontable,224.34,jaulas\jaula22.jpg,Ideal esta jaula para canarios o pájaros pequeños. Se puede plegar que la hace muy cómoda a la hora de viajar con la mascota. Provista de dos palos y dos comederos. Medidas: 30 x 20 x 33 cm,,,,
Jaulas,Kit 4 ruedas con Eje,171.05,jaulas\kit4.jpg,Kit 4 Ruedas Con Eje Este Kit de ruedas es de resistente material para tu comodida y la de tu mascota,,,,
Accesorios,Percha de Madera Natural,45.88,AccesoriosAve\Percha.jpg,Posadero de madera en forma de Y. Este robusto palo posadero es de madera natural y no dañará a su pájaro cuando lo picotee. Características: - Con tuerca - Natural Medidas: - 20 cm / ø 15 mm - Periquitos y Canarios - 35 cm / ø 18 mm - Ninfas y Cotorras Pequeñas,,,,
Accesorios,ColumpioFpi 4052,52.18,AccesoriosAve\Columpio.png,"FPI 4052 es un columpio de juego para los canarios, aves exóticas y otras aves pequeñas. Está fabricado en plástico y tiene un gancho para colgar dentro de las jaulas. Características: Columpio para pájaros Hecho de plástico robusto Ideal para canarios y pájaros exóticos Disponible en colores mixtos Dimensiones:9,4 x h 12 cm",,,,
Accesorios,Anillos Olimpicos Con Cadena y Campana,30.81,AccesoriosAve\anillos.jpg,De plástico. - Con cadena y campanilla. - Medida: 25 cm.,,,,
Accesorios,Pelota Jaula con cadena y campana,30.81,AccesoriosAve\Pelota.jpg,De plástico. - Con cadena y campanilla. - Colores surtidos. - Medida: 7 cm.,,,,
Comedero,Nabineros,2.02,bebederosAve\nabi.jpg,Elaborado con materiales de máxima calidad para una gran durabilidad e higiene para mayor seguridad de su pájaro.,,,,
Comedero,Comedero Capilla,10.54,bebederosAve\comedero.jpg,Elaborado con materiales de máxima calidad para una gran durabilidad e higiene para mayor seguridad de su pájaro.,,,,
Comedero,Comedero para pajaros,29.1,bebederosAve\Come.jpg,Elaborado con materiales de máxima calidad para una gran durabilidad e higiene para mayor seguridad de su pájaro.,,,,
Comedero,Bebedero Silver 4558,81.27,bebederosAve\BebeSil.jpg,"Muy grande y práctico, este bebedero para periquitos y cacatúas abastece de agua fresca y limpia a los pájaros. Hecho de plástico con un útil tanque transparente, que permite comprobar en un instante la cantidad de agua disponible. Equipado con un saliente permitiendo a las cacatúas beber cómodamente.",,,,
Comedero,Bebedero FPI 4518,233.69,bebederosAve\BebeFpi.jpg,"Comedero plástico que se puede utilizar, si es necesario, para proporcionar agua y comida a los pájaros. Es ideal para canarios y aves exóticas, disponibles en dos colores, blanco o marrón. El comedero FPI 4518 dispone de un sistema eficiente de fijación, es espacioso, con tanque transparente que permite comprobar la cantidad de agua que tienen sus pájaros en un instante.",,,,
